genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count,genres
"[14, 53]",8884,en,"Set between the parallel worlds of contemporary London and the futuristic faith dominated metropolis of Meanwhile City, Franklyn weaves a tale of four souls, whose lives are intertwined by fate, romance and tragedy. As these worlds collide, a single bullet determines the destiny of these four characters.",13.761,2008-10-16,Franklyn,6.1,315,"Fantasy, Thriller"
"[35, 18, 10749]",38357,en,"A young and devoted morning television producer is hired as an executive producer on a  long-running morning show at a once-prominent but currently failing station in New York City. Eager to keep the show on air, she recruits a former news journalist and anchor who disapproves of co-hosting a show that does not deal with real news stories.",13.76,2010-11-10,Morning Glory,6.3,1333,"Comedy, Drama, Romance"
"[18, 10402, 10751]",2054,en,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",13.759,1995-12-29,Mr. Holland's Opus,7.0,355,"Drama, Music, Family"
"[18, 10751]",62837,en,A story centered on the friendship between a boy and a dolphin whose tail was lost in a crab trap.,13.757,2011-09-23,Dolphin Tale,6.9,588,"Drama, Family"
"[18, 10749, 35]",16186,en,"Charles, an attorney, and Helen, his devoted wife, seemed to have everything – money, a beautiful mansion – the American Dream. However, as Helen prepares to celebrate their 18th wedding anniversary, her life takes an unexpected twist when she comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing her and kicks her out. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life. Helen is forced to rediscover love, life and religion on her pursuit for happiness.",13.756,2005-02-25,Diary of a Mad Black Woman,6.7,188,"Drama, Romance, Comedy"
"[80, 18, 9648]",10337,en,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",13.755,1991-12-10,Bugsy,6.4,334,"Crime, Drama, Mystery"
[27],13550,en,"After a tragic event happens, composer John Russell moves to Seattle to try to overcome it and build a new and peaceful life in a lonely big house that has been uninhabited for many years. But, soon after, the obscure history of such an old mansion and his own past begin to haunt him.",13.754,1980-03-28,The Changeling,7.1,507,Horror
"[18, 53, 36]",465003,en,"Sudan, East Africa, 1980. A team of Israeli Mossad agents plans to rescue and transfer thousands of Ethiopian Jews to Israel. To do so, and to avoid raising suspicions from the inquisitive and ruthless authorities, they establish as a cover a fake diving resort by the Red Sea.",13.753,2019-07-28,The Red Sea Diving Resort,6.9,729,"Drama, Thriller, History"
"[10749, 35]",286554,en,"After an extremely regrettable one night stand, two strangers wake up to find themselves snowed in after sleeping through a blizzard that put all of Manhattan on ice. They're now trapped together in a tiny apartment, forced to get to know each other way more than any one night stand should.",13.751,2014-09-26,Two Night Stand,6.4,1718,"Romance, Comedy"
"[53, 10749]",274504,en,"Writer and Adderall enthusiast Stephen Elliott reaches a low point when his estranged father resurfaces, claiming that Stephen has fabricated much of the dark childhood that that fuels his writing. Adrift in the precarious gray area of memory, Stephen is led by three sources of inspiration: a new romance, the best friend who shares his history, and a murder trial that reminds him more than a little of his own story. Based on the memoir of the same name.",13.751,2016-04-15,The Adderall Diaries,5.4,181,"Thriller, Romance"
"[10749, 18, 35]",551824,en,"Sleepy-eyed filmmaker Darrel wakes to find himself in bed with his crew member Sydney. As they begin to discuss the previous evening and tepid reviews of his new film, emotions give rise to a passionate and thoughtful relationship that once could have been if either had taken the chance.",10.312,2018-10-01,Sex Weather,6.2,58,"Romance, Drama, Comedy"
"[18, 10752]",10687,en,"A group of recruits go through Advanced Infantry Training at Fort Polk, Louisiana's infamous Tigerland, last stop before Vietnam for tens of thousands of young men in 1971.",13.739,2000-10-06,Tigerland,6.6,488,"Drama, War"
"[14, 10749, 27, 35]",374052,en,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",12.318,2016-11-11,The Love Witch,6.4,435,"Fantasy, Romance, Horror, Comedy"
[35],539617,en,"A seemingly bright and mostly innocent 16-year-old named Mo attempts to navigate high school under the guidance of his best friend Zeke, an unmotivated-yet-charismatic college dropout. Although Zeke genuinely cares about Mo, things start to go awry as he teaches Mo nontraditional life lessons in drug dealing, partying, and dating. Meanwhile, Mo’s well-meaning dad tries to step in and take back the reins of his son’s upbringing.",13.737,2020-03-13,Big Time Adolescence,7.4,283,Comedy
"[35, 18]",270010,en,"Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",13.737,2016-04-22,A Hologram for the King,5.8,1026,"Comedy, Drama"
[37],42252,en,"When vigilante land baron David Braxton hangs one of the best friends of cattle rustler Tom Logan, Logan's gang decides to get even by purchasing a small farm next to Braxton's ranch. From there the rustlers begin stealing horses, using the farm as a front for their operation. Determined to stop the thefts at any cost, Braxton retains the services of eccentric sharpshooter Robert E. Lee Clayton, who begins ruthlessly taking down Logan's gang.",13.736,1976-05-19,The Missouri Breaks,6.6,175,Western
"[12, 16, 10751, 35, 9648, 878]",302960,en,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",13.735,2015-02-17,Scooby-Doo! Moon Monster Madness,7.8,149,"Adventure, Animation, Family, Comedy, Mystery, Science Fiction"
"[28, 16, 878]",460790,en,"Federation trooper Johnny Rico is ordered to work with a group of new recruits on a satellite station on Mars, where giant bugs have decided to target their next attack.",13.73,2017-08-21,Starship Troopers: Traitor of Mars,6.0,233,"Action, Animation, Science Fiction"
"[35, 10751, 14]",8989,en,"Returning from a hunting trip in the forest, the Henderson family's car hits an animal in the road. At first they fear it was a man, but when they examine the ""body"" they find it's a ""bigfoot"". They think it's dead so they decide to take it home (there could be some money in this). As you guessed, it isn't dead. Far from being the ferocious monster they fear ""Harry"" to be, he's a friendly giant.",13.73,1987-06-05,Harry and the Hendersons,6.1,611,"Comedy, Family, Fantasy"
"[53, 27, 18]",242606,en,"A family imprisoned by intruders is forced to play a terrifying game of ""Kill, Or Be Killed"". As the night unfolds, the game's mysterious rules become clear, and the family realizes their nightmare is being streamed live to riveted viewers all over the world, who are compelled to KEEP WATCHING... not knowing if what they're seeing is real, or staged.",12.066,2017-05-04,Keep Watching,5.1,254,"Thriller, Horror, Drama"
"[14, 10751]",27793,en,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,13.726,1994-10-26,The NeverEnding Story III,4.4,337,"Fantasy, Family"
[27],13567,en,"Slightly disturbed and painfully shy Angela Baker is sent away to summer camp with her cousin. Not long after Angela's arrival, things start to go horribly wrong for anyone with sinister or less than honorable intentions.",13.724,1983-11-18,Sleepaway Camp,6.3,567,Horror
[27],611651,en,"Secluded in a desolate forest, a broken family is observed by Sator, a supernatural entity who is attempting to claim them.",13.722,2019-07-21,Sator,5.1,95,Horror
"[27, 53]",123109,en,A gang of ruthless highway killers kidnap a wealthy couple traveling cross country only to shockingly discover that things are not what they seem.,13.722,2013-03-09,No One Lives,5.9,533,"Horror, Thriller"
"[35, 18]",94363,en,A pistol-packing teen meets an unstable rebel and a cocaine-snorting drifter as she hitchhikes her way out West.,13.721,2011-09-10,Hick,5.8,390,"Comedy, Drama"
"[35, 18, 10749]",13668,en,"For a grieving fiancée, learning to love again requires the help of her late love's three best friends.",13.721,2006-10-20,Catch and Release,5.9,514,"Comedy, Drama, Romance"
"[18, 53]",1717,en,"The story of an idealist's rise to power in the world of Louisiana politics and the corruption that leads to his ultimate downfall. Based on the1946 Pulitzer Prize-winning novel written by Robert Penn Warren, loosely based on the story of real-life politician Huey Long.",13.718,2006-09-10,All the King's Men,5.8,259,"Drama, Thriller"
"[80, 18]",398,en,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",13.717,2005-09-30,Capote,7.0,1268,"Crime, Drama"
"[18, 35, 36]",528888,en,"The story of Rudy Ray Moore, who created the iconic big screen pimp character Dolemite in the 1970s.",13.716,2019-10-04,Dolemite Is My Name,7.0,1034,"Drama, Comedy, History"
"[16, 10751]",72962,en,George & A.J. is a short film created by Pixar which uses characters from the film Up to tell what Nurses George and A.J. did after Carl Fredricksen left with his house tied to balloons in the feature film.,13.714,2009-11-10,George and A.J.,6.0,123,"Animation, Family"
"[18, 10402]",239566,en,A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.,12.662,2014-08-01,Get on Up,6.8,465,"Drama, Music"
"[35, 27]",11415,en,"Roger Cobb is an author who has just separated from his wife. He moves into a new house and tries to work on a novel based on his experiences in the Vietnam War. Strange things start happening around him; little things at first, but as they become more frequent, Cobb becomes aware that the house resents his presence.",13.711,1986-02-27,House,6.1,470,"Comedy, Horror"
"[99, 10402]",654754,en,"This documentary offers a deeply intimate look at extraordinary teenager Billie Eilish. Award-winning filmmaker R.J. Cutler follows her journey on the road, onstage, and at home with her family as the writing and recording of her debut album changes her life.",13.71,2021-02-26,Billie Eilish: The World's a Little Blurry,8.4,264,"Documentary, Music"
[99],76180,en,"From the earliest versions of the script to the blockbuster debuts, explore the creation of the Star Wars Trilogy.",13.71,2004-09-12,Empire of Dreams: The Story of the Star Wars Trilogy,7.8,163,Documentary
"[878, 14, 10751, 10402]",37627,en,"Based on the story by Antoine deSaint-Exupery, this magical musical fable begins as a pilot (Richard Kiley) makes a forced landing on the barren Sahara Desert. He is befriended by a ""little"" prince from the planet Asteroid B-612. In the days that follow, the pilot learns of the small boy's history and planet-hopping journeys in which he met a King, a businessman, an historian, and a general. It isn't until he comes to Earth that the Little Prince learns the secrets of the importance of life from a Fox (Gene Wilder), a Snake (Bob Fosse), and the pilot.",13.708,1974-11-06,The Little Prince,6.7,101,"Science Fiction, Fantasy, Family, Music"
"[10751, 14, 16, 10770, 10402, 9648, 12]",13351,en,"Scooby-Doo and Shaggy travel to Arabia to become the Caliph's Royal Food Tasters. But they bite off more than they can chew and are forced to run for their lives! It's a wild magic carpet ride as Scooby-Doo, Shaggy and their genie (Yogi Bear) and a jolly sailor named Sinbad (Magilla Gorilla) take you on an adventure of mistaken identities, exotic locations and fun-filled action and surprises!",13.704,1994-09-03,Scooby-Doo! in Arabian Nights,7.5,127,"Family, Fantasy, Animation, TV Movie, Music, Mystery, Adventure"
"[28, 12, 16, 18]",704264,en,"Genndy Tartakovsky's Primal: Tales of Savagery features a caveman and a dinosaur on the brink of extinction. Bonded by tragedy, this unlikely friendship becomes the only hope of survival.",13.701,2019-11-21,Primal: Tales of Savagery,8.5,267,"Action, Adventure, Animation, Drama"
"[28, 80, 53]",21338,en,"Joe Huff (Brian Bosworth) is a tough, loner cop with a flair for infiltrating dangerous biker gangs. The FBI blackmail Joe into an undercover operation that entails infiltrating ""The Brotherhood"" - a powerful Mississippi biker gang linked in the murder of government officials as well as dealing drugs with the mafia.",13.7,1991-05-17,Stone Cold,6.2,147,"Action, Crime, Thriller"
"[35, 10749]",10050,en,"When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus ensues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly.",13.699,2001-03-08,Get Over It,5.6,258,"Comedy, Romance"
[28],548928,en,"Jake Carter and another former Marine, Luke Trapper,  join forces to rescue a young kidnapped girl from a gang of international criminals.",12.065,2018-11-02,The Marine 6: Close Quarters,6.9,143,Action
"[28, 27, 53, 878]",11607,en,The crew of an experimental underwater nuclear base are forced to struggle for their lives when their explorations disturb a creature who threatens to destroy their base.,13.695,1989-01-13,DeepStar Six,5.5,249,"Action, Horror, Thriller, Science Fiction"
"[16, 10751, 35]",24696,en,"Christmas is never so spirited as when Tom and Jerry lock horns for the holidays in their new original movie--Tom & Jerry: A Nutcracker Tale In an empty opera house, Jerry wishes for a chance to perform -- and magically his dream comes true. The little mouse is whisked away to an enchanted kingdom where anything is possible: candy forests, singing snowflakes, even the toys spring to life! Jerry has a great time with his new friends, and when Jerry dances with the music box ballerina, he is as happy as happy can be. Unfortunately, alley cats led by Tom crash Jerry's party, kidnap the music box ballerina and wreak havoc in the holiday kingdom. It's up to Jerry to set things right -- and with help from a fellow mouse named Tuffy and more newfound friends, Jerry just may win the day!",13.693,2007-10-02,Tom and Jerry: A Nutcracker Tale,6.9,122,"Animation, Family, Comedy"
"[18, 53]",1945,en,"In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets.",13.693,1994-12-23,Nell,6.6,437,"Drama, Thriller"
"[35, 28, 10749, 80]",333385,en,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him.",13.692,2016-02-29,Mr. Right,6.5,1205,"Comedy, Action, Romance, Crime"
"[18, 35]",9466,en,"The career and personal life of writer Lee are at a standstill, so he divorces his bashful wife, Robin, and dives into a new job as an entertainment journalist. His assignments take him to the swankiest corners of Manhattan, but as he jumps from one lavish party to another and engages in numerous empty romances, he starts to doubt the worth of his work. Meanwhile, top TV producer Tony falls for Robin and introduces her to the world of celebrity.",13.692,1998-09-07,Celebrity,6.0,401,"Drama, Comedy"
"[18, 80]",8052,en,A stranger mentors a young Reno gambler who weds a hooker and befriends a vulgar casino regular.,13.692,1997-02-28,Hard Eight,6.9,734,"Drama, Crime"
"[10751, 35, 18]",776098,en,"Chang, a 16-year-old, Asian American, bets the high school basketball star that he can dunk by Homecoming. The bet leads 5' 8"" Chang on a quest to learn to dunk—not only to impress his crush, Kristy, but to gain the respect of his high school peers too. But before he can rise up and truly throw one down, he'll have to reexamine everything he knows about himself, his friendships and his family.",13.36,2023-03-10,Chang Can Dunk,7.1,46,"Family, Comedy, Drama"
[27],523371,en,There's a zombie outbreak after a medical trial in an international detention and medical facility on an isolated island. An ex US Special Forces/bodyguard woman inmate and a guard form a team.,13.691,2020-02-28,Inmate Zero,6.3,100,Horror
[18],1115651,en,Upcoming short film by Zelhyr Rockness,8.722,2023-06-25,Castle rose,0.0,0,Drama
"[18, 10752, 53, 9648]",182,en,An American journalist arrives in Berlin just after the end of World War Two. He becomes involved in a murder mystery surrounding a dead GI who washes up at a lakeside mansion during the Potsdam negotiations between the Allied powers. Soon his investigation connects with his search for his married pre-war German lover.,13.689,2006-12-08,The Good German,5.8,270,"Drama, War, Thriller, Mystery"
"[28, 53, 12]",50456,en,"Raised by her father, an ex-CIA agent, in the wilds of Finland, Hanna's upbringing has been geared to making her the perfect assassin. Sent into the world by her father on a mission, Hanna journeys across Europe, eluding agents dispatched after her by a ruthless intelligence operative. As she nears her ultimate target, Hanna faces startling revelations about her existence.",13.687,2011-04-07,Hanna,6.6,3066,"Action, Thriller, Adventure"
[35],10032,en,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",13.686,2006-12-01,Van Wilder 2: The Rise of Taj,5.0,355,Comedy
"[27, 14]",8973,en,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult who are preparing for the resurrection of their leader Nix, a powerful magician who was killed 13 years earlier.",13.686,1995-08-25,Lord of Illusions,6.0,271,"Horror, Fantasy"
[37],27172,en,"Arizona Territorial Prison inmate Paris Pitman, Jr. is a schemer, a charmer, and quite popular among his fellow convicts — especially with $500,000 in stolen loot hidden away and a plan to escape and recover it. New warden Woodward Lopeman has other ideas about Pitman. Each man will have the tables turned on him.",13.685,1970-09-18,There Was a Crooked Man...,6.8,99,Western
"[27, 53, 9648]",621707,en,A man providing overnight watch to a deceased member of his former Orthodox Jewish community finds himself opposite a malevolent entity.,13.683,2020-07-01,The Vigil,5.8,320,"Horror, Thriller, Mystery"
"[28, 35, 10749]",26180,en,"A rich brat fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",13.679,1997-08-29,Excess Baggage,6.1,217,"Action, Comedy, Romance"
"[18, 10402, 36]",271714,en,"In the late 1960s, the Beach Boys' Brian Wilson stops touring, produces ""Pet Sounds"" and begins to lose his grip on reality. By the 1980s, under the sway of a controlling therapist, he finds a savior in Melinda Ledbetter.",13.676,2015-05-29,Love & Mercy,7.1,601,"Drama, Music, History"
"[10751, 14, 10770]",39345,en,"When a warlock threatens Wendy the Good Little Witch, she and her aunts hide out at a resort where Casper the Ghost is vacationing with his uncles. Although Casper and Wendy are told ghosts and witches don't get along, the two are kindred spirits! This spooky family-friendly adventure finds Casper and Wendy bridging the ghost-witch divide to battle the warlock who is intent on destroying Wendy.",13.674,1998-09-08,Casper Meets Wendy,6.0,350,"Family, Fantasy, TV Movie"
"[18, 80]",171337,en,"The story of a gang of children growing up in a community of banished criminals, in a forgotten corner of the former Soviet Union. This community rejects the world outside. The only law it obeys… is its own. Against this backdrop two best friends, Kolyma and Gagarin, gradually become fierce enemies as they find themselves on opposite sides of the strict code of honour of the ‘honest criminal’ brotherhood.",10.055,2013-02-27,Siberian Education,6.9,501,"Drama, Crime"
"[878, 16, 28, 12]",56590,en,"Lex Luthor enacts his plan to rid the world of Superman, once and for all. Succeeding with solar radiation poisoning, the Man of Steel is slowly dying. With what little times remains, the Last Son of Krypton must confront the revealing of his secret identity to Lois Lane and face Luthor in a final battle.",13.672,2011-02-22,All Star Superman,6.9,435,"Science Fiction, Animation, Action, Adventure"
"[18, 36]",12506,en,"A dramatic story, based on actual events, about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko, a courageous and outspoken black anti-apartheid activist.",13.672,1987-11-06,Cry Freedom,7.1,169,"Drama, History"
"[14, 18, 35]",423949,en,"A woman named Kit moves back to her parent's house, where she receives a mysterious invitation that would fulfill her childhood dreams.",10.009,2017-09-11,Unicorn Store,6.0,795,"Fantasy, Drama, Comedy"
"[80, 18, 53]",8744,en,"While escaping from a foiled robbery attempt, three thieves find themselves surrounded by police at a New Orleans bar--only they're not the people the police are searching for.",13.67,1996-09-09,Albino Alligator,5.8,137,"Crime, Drama, Thriller"
"[18, 9648]",369523,en,An investigation into one woman’s memory as she‘s forced to re-examine her first sexual relationship and the stories we tell ourselves in order to survive.,13.667,2018-01-20,The Tale,7.1,373,"Drama, Mystery"
[35],40600,en,"Four friends, annoyed at how almost everyone else they know is having sex but them, agree to do what they can to help each other lose their virginity before the end of the summer. Most of their opportunities are foiled by their inexperience and bad planning. Michael, the most sensible boy of the foursome, really just wants to stay with his long-time girlfriend and take their relationship to an intimate level, but after putting him off for six months he grows impatient and splits up with her to seek his fortune elsewhere.",13.666,1984-10-04,Hot Moves,4.4,19,Comedy
"[12, 18, 10751]",34751,en,"After young Kirra leaves her Australian home to summer with her grandfather in South Africa, she soon discovers a baby orca stranded in the lagoon near her grandfather’s rundown seaside amusement park. She names the lonely whale Willy--and embarks on a great quest to lead the little guy back to his anxious pod.",13.666,2010-03-23,Free Willy: Escape from Pirate's Cove,6.3,162,"Adventure, Drama, Family"
"[35, 18, 10751, 10770]",89185,en,"High school senior Tara is so painfully shy that she dreads speaking to anyone in the hallways or getting called on in class. But in the privacy of her bedroom with her iPod in hand, she rocks out -- doing mock broadcasts for Miami's hottest FM radio station, which happens to be owned by her stepfather. When a slot opens up at The SLAM, Tara surprises herself by blossoming behind the mike into confident, ""Radio Rebel"" -- and to everyone's shock, she's a hit!",13.665,2012-06-09,Radio Rebel,6.2,779,"Comedy, Drama, Family, TV Movie"
"[16, 10751, 35, 9648, 878]",20410,en,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",13.664,2000-10-02,Scooby-Doo and the Alien Invaders,7.2,321,"Animation, Family, Comedy, Mystery, Science Fiction"
"[16, 35]",974691,en,Cartman locks horns with his mom in a battle of wills while an epic conflict unfolds that threatens South Park’s very existence.,13.663,2022-06-01,South Park the Streaming Wars,7.5,155,"Animation, Comedy"
"[28, 35]",2728,en,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",13.66,2007-10-18,Postal,4.5,283,"Action, Comedy"
"[18, 35]",268238,en,As the Best Exotic Marigold Hotel has only a single remaining vacancy - posing a rooming predicament for two fresh arrivals - Sonny pursues his expansionist dream of opening a second hotel.,13.659,2015-02-26,The Second Best Exotic Marigold Hotel,6.4,648,"Drama, Comedy"
[18],4012,en,"A hardcore US racist skinhead who, because of his intelligence, leads a gang dedicated to fighting the enemy: the supposed American-Jewish conspiracy for domination. However, he's hiding a secret: he's Jewish-born, a brilliant scholar whose questioning of the tenets of his faith has left him angry and confused, turning against those who he thinks have a tragic history of their own making.",13.659,2001-08-23,The Believer,6.9,528,Drama
"[12, 35, 18, 14]",297725,en,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",13.655,2018-05-19,The Man Who Killed Don Quixote,6.8,932,"Adventure, Comedy, Drama, Fantasy"
[99],222724,en,"Taking inspiration from Peter M. Bracke's definitive book of the same name, this seven-hour documentary dives into the making of all twelve Friday the 13th films, with all-new interviews from the cast and the crew.",8.882,2013-09-13,Crystal Lake Memories: The Complete History of Friday the 13th,7.9,86,Documentary
"[16, 10751, 14]",59981,en,"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",13.651,2014-05-08,Legends of Oz: Dorothy's Return,6.4,336,"Animation, Family, Fantasy"
"[14, 18]",34647,en,"This psychedelic tour of life after death is seen entirely from the point of view of Oscar, a young American drug dealer and addict living in Tokyo with his prostitute sister, Linda. When Oscar is killed by police during a bust gone bad, his spirit journeys from the past -- where he sees his parents before their deaths -- to the present -- where he witnesses his own autopsy -- and then to the future, where he looks out for his sister from beyond the grave.",13.651,2009-06-17,Enter the Void,7.4,1572,"Fantasy, Drama"
"[27, 53]",532638,en,"After setting her serial killer boyfriend on fire, a paranoid delusional woman gets a job at an all-night gas station. The isolation triggers her anxiety and hallucinations, with devastatingly gory results.",13.65,2018-08-27,Open 24 Hours,5.7,105,"Horror, Thriller"
"[35, 27]",346671,en,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.",13.65,2017-08-08,Little Evil,5.6,851,"Comedy, Horror"
"[35, 27]",4240,en,"The luxury liner Titanic 2000 has set sail on its maiden voyage, and one of the passengers is the vampire Vladamina. Vladamina is searching for a woman she can turn into a vampire queen, and frustrated rock groupie Shari looks to be a perfect target. As various people get seduced and/or killed as the liner continues on its doomed voyage, Shari must chose between eternity as a living dead sex slave or a frigid grave at the bottom of the ocean.",13.647,1999-01-01,Titanic 2000,3.3,10,"Comedy, Horror"
"[28, 27, 53]",118957,en,A freak tsunami traps shoppers at a coastal Australian supermarket inside the building ... along with a 12-foot great white shark.,13.643,2012-09-05,Bait,5.7,679,"Action, Horror, Thriller"
[35],911068,en,This comedic retrospective mixes archival footage and scripted sketches as it revisits all the dread — and occasional delight — that 2021 had to offer.,19.099,2021-12-27,Death to 2021,6.0,206,Comedy
[],1141538,en,"A young teen struggling with his health over exam period, decides to take advice from his friend and become more active and positive.",8.704,2023-06-25,OVERLOAD,0.0,0,
"[28, 14, 27]",12142,en,"Edward Carnby is a private investigator specializing in unexplainable supernatural phenomena. His cases delve into the dark corners of the world, searching for truth in the occult remnants of ancient civilizations. Now, the greatest mystery of his past is about to become the most dangerous case he has ever faced.",13.641,2005-01-28,Alone in the Dark,3.3,527,"Action, Fantasy, Horror"
"[28, 35]",10905,en,A man is mistaken as a spy by the CIA when he arrives at the airport with one red shoe.,13.641,1985-07-18,The Man with One Red Shoe,5.7,231,"Action, Comedy"
"[28, 878, 12, 14, 53]",216527,en,,10.556,2029-12-19,Avatar 4,0.0,0,"Action, Science Fiction, Adventure, Fantasy, Thriller"
"[18, 36]",13537,en,"The true story of fraudulent Washington, D.C. journalist Stephen Glass, who rose to meteoric heights as a young writer in his 20s, becoming a staff writer at The New Republic for three years. Looking for a short cut to fame, Glass concocted sources, quotes and even entire stories, but his deception did not go unnoticed forever, and eventually, his world came crumbling down.",13.639,2003-11-14,Shattered Glass,7.0,365,"Drama, History"
"[80, 53, 28]",31606,en,"Experienced Green Beret sergeant Johnny Gallagher is escorting a prisoner, Airborne Ranger Thomas Boyette, back to the US, but Boyette escapes and Gallagher must risk life and limb to catch him.",13.637,1989-08-25,The Package,6.1,175,"Crime, Thriller, Action"
"[18, 10749]",9302,en,"Tally Atwater has a dream: to be a prime-time network newscaster. She pursues this dream with nothing but ambition, raw talent and a homemade demo tape. Warren Justice is a brilliant, hard edged, veteran newsman. He sees Tally has talent and becomes her mentor. Tally’s career takes a meteoric rise and she and Warren fall in love. The romance that results is as intense and revealing as television news itself. Yet, each breaking story, every videotaped crisis that brings them together, also threatens to drive them apart...",13.635,1996-03-01,Up Close & Personal,6.4,188,"Drama, Romance"
"[35, 18]",12519,en,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",13.634,1994-03-04,Sirens,5.7,120,"Comedy, Drama"
"[35, 80, 18]",37495,en,A group of Muslim men living in Sheffield hatch an inept plan to become suicide bombers.,13.632,2010-05-07,Four Lions,7.0,998,"Comedy, Crime, Drama"
"[10770, 10749]",550032,en,"Heidi, who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator. Now, a week before the gallery’s big Christmas party, she must return home to watch her niece and nephew. She comes face to face with her high school love, Chris, now a teacher, and offers to help him find a new last-minute location for the Christmas dance.",10.555,2018-12-02,Christmas Wonderland,6.1,172,"TV Movie, Romance"
"[10749, 35, 18]",81836,en,"Four tales unfold in the Eternal City: While vacationing in Rome, architect John encounters a young man whose romantic woes remind him of a painful incident from his own youth; retired opera director Jerry discovers a mortician with an amazing voice, and he seizes the opportunity to rejuvenate his own flagging career; a young couple have separate romantic interludes; a spotlight shines on an ordinary man.",13.63,2012-04-20,To Rome with Love,5.8,1870,"Romance, Comedy, Drama"
"[10751, 35, 18]",14819,en,"Camp Hope is a summer retreat for overweight boys run by a kindly couple who make the campers feel comfortable with their extra pounds. But when tyrannical fitness guru Tony buys the camp, he puts the kids on a cruel regimen that goes too far. Sick of the endless weeks of ""all work and no play,"" the kids stage a coup and reclaim their summer of fun.",13.63,1995-02-17,Heavyweights,6.1,321,"Family, Comedy, Drama"
